2023-04-12 07:53:59 status unpacked libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:59 status half-configured libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:59 status installed libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:59 configure libexpat1-dev:amd64 2.2.6-2+deb10u6 <none>
2023-04-12 07:53:59 status unpacked libexpat1-dev:amd64 2.2.6-2+deb10u6
2023-04-12 07:53:59 status half-configured libexpat1-dev:amd64 2.2.6-2+deb10u6
2023-04-12 07:53:59 status installed libexpat1-dev:amd64 2.2.6-2+deb10u6
2023-04-12 07:53:59 configure libsqlite3-dev:amd64 3.27.2-3+deb10u2 <none>
2023-04-12 07:53:59 status unpacked libsqlite3-dev:amd64 3.27.2-3+deb10u2
2023-04-12 07:53:59 status half-configured libsqlite3-dev:amd64 3.27.2-3+deb10u2
2023-04-12 07:53:59 status installed libsqlite3-dev:amd64 3.27.2-3+deb10u2
2023-04-12 07:53:59 configure libjpeg62-turbo-dev:amd64 1:1.5.2-2+deb10u1 <none>
2023-04-12 07:53:59 status unpacked libjpeg62-turbo-dev:amd64 1:1.5.2-2+deb10u1
2023-04-12 07:53:59 status half-configured libjpeg62-turbo-dev:amd64 1:1.5.2-2+deb10u1
2023-04-12 07:53:59 status installed libjpeg62-turbo-dev:amd64 1:1.5.2-2+deb10u1
2023-04-12 07:53:59 configure uuid-dev:amd64 2.33.1-0.1 <none>
2023-04-12 07:53:59 status unpacked uuid-dev:amd64 2.33.1-0.1
2023-04-12 07:53:59 status half-configured uuid-dev:amd64 2.33.1-0.1
2023-04-12 07:53:59 status installed uuid-dev:amd64 2.33.1-0.1
2023-04-12 07:53:59 configure libgdk-pixbuf2.0-0:amd64 2.38.1+dfsg-1 <none>
2023-04-12 07:53:59 status unpacked libgdk-pixbuf2.0-0:amd64 2.38.1+dfsg-1
2023-04-12 07:53:59 status half-configured libgdk-pixbuf2.0-0:amd64 2.38.1+dfsg-1
2023-04-12 07:53:59 status installed libgdk-pixbuf2.0-0:amd64 2.38.1+dfsg-1
2023-04-12 07:53:59 configure comerr-dev:amd64 2.1-1.44.5-1+deb10u3 <none>
2023-04-12 07:53:59 status unpacked comerr-dev:amd64 2.1-1.44.5-1+deb10u3
2023-04-12 07:53:59 status half-configured comerr-dev:amd64 2.1-1.44.5-1+deb10u3
2023-04-12 07:53:59 status installed comerr-dev:amd64 2.1-1.44.5-1+deb10u3
2023-04-12 07:53:59 configure icu-devtools:amd64 63.1-6+deb10u3 <none>
2023-04-12 07:53:59 status unpacked icu-devtools:amd64 63.1-6+deb10u3
2023-04-12 07:53:59 status half-configured icu-devtools:amd64 63.1-6+deb10u3
2023-04-12 07:53:59 status installed icu-devtools:amd64 63.1-6+deb10u3
2023-04-12 07:53:59 configure libxcb-render0-dev:amd64 1.13.1-2 <none>
2023-04-12 07:53:59 status unpacked libxcb-render0-dev:amd64 1.13.1-2
2023-04-12 07:53:59 status half-configured libxcb-render0-dev:amd64 1.13.1-2
2023-04-12 07:53:59 status installed libxcb-render0-dev:amd64 1.13.1-2
2023-04-12 07:53:59 configure libxt6:amd64 1:1.1.5-1+b3 <none>
2023-04-12 07:53:59 status unpacked libxt6:amd64 1:1.1.5-1+b3
2023-04-12 07:53:59 status half-configured libxt6:amd64 1:1.1.5-1+b3
2023-04-12 07:53:59 status installed libxt6:amd64 1:1.1.5-1+b3
2023-04-12 07:53:59 configure libxext-dev:amd64 2:1.3.3-1+b2 <none>
2023-04-12 07:53:59 status unpacked libxext-dev:amd64 2:1.3.3-1+b2
2023-04-12 07:53:59 status half-configured libxext-dev:amd64 2:1.3.3-1+b2
2023-04-12 07:53:59 status installed libxext-dev:amd64 2:1.3.3-1+b2
2023-04-12 07:53:59 configure zlib1g-dev:amd64 1:1.2.11.dfsg-1+deb10u2 <none>
2023-04-12 07:53:59 status unpacked zlib1g-dev:amd64 1:1.2.11.dfsg-1+deb10u2
2023-04-12 07:53:59 status half-configured zlib1g-dev:amd64 1:1.2.11.dfsg-1+deb10u2
2023-04-12 07:53:59 status installed zlib1g-dev:amd64 1:1.2.11.dfsg-1+deb10u2
2023-04-12 07:53:59 configure g++-8:amd64 8.3.0-6 <none>
2023-04-12 07:53:59 status unpacked g++-8:amd64 8.3.0-6
2023-04-12 07:53:59 status half-configured g++-8:amd64 8.3.0-6
2023-04-12 07:53:59 status installed g++-8:amd64 8.3.0-6
2023-04-12 07:53:59 configure libgdk-pixbuf2.0-bin:amd64 2.38.1+dfsg-1 <none>
2023-04-12 07:53:59 status unpacked libgdk-pixbuf2.0-bin:amd64 2.38.1+dfsg-1
2023-04-12 07:53:59 status half-configured libgdk-pixbuf2.0-bin:amd64 2.38.1+dfsg-1
2023-04-12 07:53:59 status installed libgdk-pixbuf2.0-bin:amd64 2.38.1+dfsg-1
2023-04-12 07:53:59 configure libncurses5-dev:amd64 6.1+20181013-2+deb10u3 <none>
2023-04-12 07:53:59 status unpacked libncurses5-dev:amd64 6.1+20181013-2+deb10u3
2023-04-12 07:53:59 status half-configured libncurses5-dev:amd64 6.1+20181013-2+deb10u3
2023-04-12 07:53:59 status installed libncurses5-dev:amd64 6.1+20181013-2+deb10u3
2023-04-12 07:53:59 configure libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u4 <none>
2023-04-12 07:53:59 status unpacked libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:59 status half-configured libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:59 status installed libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:59 configure libcairo-gobject2:amd64 1.16.0-4+deb10u1 <none>
2023-04-12 07:53:59 status unpacked libcairo-gobject2:amd64 1.16.0-4+deb10u1
2023-04-12 07:53:59 status half-configured libcairo-gobject2:amd64 1.16.0-4+deb10u1
2023-04-12 07:53:59 status installed libcairo-gobject2:amd64 1.16.0-4+deb10u1
2023-04-12 07:53:59 configure libpangoft2-1.0-0:amd64 1.42.4-8~deb10u1 <none>
2023-04-12 07:53:59 status unpacked libpangoft2-1.0-0:amd64 1.42.4-8~deb10u1
2023-04-12 07:53:59 status half-configured libpangoft2-1.0-0:amd64 1.42.4-8~deb10u1
2023-04-12 07:53:59 status installed libpangoft2-1.0-0:amd64 1.42.4-8~deb10u1
2023-04-12 07:53:59 configure python3-lib2to3:all 3.7.3-1 <none>
2023-04-12 07:53:59 status unpacked python3-lib2to3:all 3.7.3-1
2023-04-12 07:53:59 status half-configured python3-lib2to3:all 3.7.3-1
2023-04-12 07:53:59 status installed python3-lib2to3:all 3.7.3-1
2023-04-12 07:53:59 configure libxrender-dev:amd64 1:0.9.10-1 <none>
2023-04-12 07:53:59 status unpacked libxrender-dev:amd64 1:0.9.10-1
2023-04-12 07:53:59 status half-configured libxrender-dev:amd64 1:0.9.10-1
2023-04-12 07:53:59 status installed libxrender-dev:amd64 1:0.9.10-1
2023-04-12 07:53:59 configure libicu-dev:amd64 63.1-6+deb10u3 <none>
2023-04-12 07:53:59 status unpacked libicu-dev:amd64 63.1-6+deb10u3
2023-04-12 07:53:59 status half-configured libicu-dev:amd64 63.1-6+deb10u3
2023-04-12 07:53:59 status installed libicu-dev:amd64 63.1-6+deb10u3
2023-04-12 07:53:59 configure libpangocairo-1.0-0:amd64 1.42.4-8~deb10u1 <none>
2023-04-12 07:53:59 status unpacked libpangocairo-1.0-0:amd64 1.42.4-8~deb10u1
2023-04-12 07:53:59 status half-configured libpangocairo-1.0-0:amd64 1.42.4-8~deb10u1
2023-04-12 07:53:59 status installed libpangocairo-1.0-0:amd64 1.42.4-8~deb10u1
2023-04-12 07:53:59 configure krb5-multidev:amd64 1.17-3+deb10u5 <none>
2023-04-12 07:53:59 status unpacked krb5-multidev:amd64 1.17-3+deb10u5
2023-04-12 07:53:59 status half-configured krb5-multidev:amd64 1.17-3+deb10u5
2023-04-12 07:53:59 status installed krb5-multidev:amd64 1.17-3+deb10u5
2023-04-12 07:53:59 configure python3-distutils:all 3.7.3-1 <none>
2023-04-12 07:53:59 status unpacked python3-distutils:all 3.7.3-1
2023-04-12 07:53:59 status half-configured python3-distutils:all 3.7.3-1
2023-04-12 07:53:59 status installed python3-distutils:all 3.7.3-1
2023-04-12 07:53:59 configure libgnutls28-dev:amd64 3.6.7-4+deb10u10 <none>
2023-04-12 07:53:59 status unpacked libgnutls28-dev:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:59 status half-configured libgnutls28-dev:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:59 status installed libgnutls28-dev:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:59 configure libcairo-script-interpreter2:amd64 1.16.0-4+deb10u1 <none>
2023-04-12 07:53:59 status unpacked libcairo-script-interpreter2:amd64 1.16.0-4+deb10u1
2023-04-12 07:53:59 status half-configured libcairo-script-interpreter2:amd64 1.16.0-4+deb10u1
2023-04-12 07:53:59 status installed libcairo-script-interpreter2:amd64 1.16.0-4+deb10u1
2023-04-12 07:53:59 configure libglib2.0-dev-bin:amd64 2.58.3-2+deb10u4 <none>
2023-04-12 07:53:59 status unpacked libglib2.0-dev-bin:amd64 2.58.3-2+deb10u4
2023-04-12 07:53:59 status half-configured libglib2.0-dev-bin:amd64 2.58.3-2+deb10u4
2023-04-12 07:53:59 status installed libglib2.0-dev-bin:amd64 2.58.3-2+deb10u4
2023-04-12 07:53:59 configure libblkid-dev:amd64 2.33.1-0.1 <none>
2023-04-12 07:53:59 status unpacked libblkid-dev:amd64 2.33.1-0.1
2023-04-12 07:53:59 status half-configured libblkid-dev:amd64 2.33.1-0.1
2023-04-12 07:53:59 status installed libblkid-dev:amd64 2.33.1-0.1
2023-04-12 07:53:59 configure gir1.2-freedesktop:amd64 1.58.3-2 <none>
2023-04-12 07:53:59 status unpacked gir1.2-freedesktop:amd64 1.58.3-2
2023-04-12 07:53:59 status half-configured gir1.2-freedesktop:amd64 1.58.3-2
2023-04-12 07:53:59 status installed gir1.2-freedesktop:amd64 1.58.3-2
2023-04-12 07:53:59 configure gir1.2-gdkpixbuf-2.0:amd64 2.38.1+dfsg-1 <none>
2023-04-12 07:53:59 status unpacked gir1.2-gdkpixbuf-2.0:amd64 2.38.1+dfsg-1
2023-04-12 07:53:59 status half-configured gir1.2-gdkpixbuf-2.0:amd64 2.38.1+dfsg-1
2023-04-12 07:53:59 status installed gir1.2-gdkpixbuf-2.0:amd64 2.38.1+dfsg-1
2023-04-12 07:53:59 configure libmagickcore-6.q16-6-extra:amd64 8:6.9.10.23+dfsg-2.1+deb10u4 <none>
2023-04-12 07:53:59 status unpacked libmagickcore-6.q16-6-extra:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:59 status half-configured libmagickcore-6.q16-6-extra:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:59 status installed libmagickcore-6.q16-6-extra:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:59 configure libselinux1-dev:amd64 2.8-1+b1 <none>
2023-04-12 07:53:59 status unpacked libselinux1-dev:amd64 2.8-1+b1
2023-04-12 07:53:59 status half-configured libselinux1-dev:amd64 2.8-1+b1
2023-04-12 07:53:59 status installed libselinux1-dev:amd64 2.8-1+b1
2023-04-12 07:53:59 configure libpng-dev:amd64 1.6.36-6 <none>
2023-04-12 07:53:59 status unpacked libpng-dev:amd64 1.6.36-6
2023-04-12 07:53:59 status half-configured libpng-dev:amd64 1.6.36-6
2023-04-12 07:53:59 status installed libpng-dev:amd64 1.6.36-6
2023-04-12 07:53:59 configure libjpeg-dev:all 1:1.5.2-2+deb10u1 <none>
2023-04-12 07:53:59 status unpacked libjpeg-dev:all 1:1.5.2-2+deb10u1
2023-04-12 07:53:59 status half-configured libjpeg-dev:all 1:1.5.2-2+deb10u1
2023-04-12 07:53:59 status installed libjpeg-dev:all 1:1.5.2-2+deb10u1
2023-04-12 07:53:59 configure libdjvulibre-dev:amd64 3.5.27.1-10+deb10u1 <none>
2023-04-12 07:53:59 status unpacked libdjvulibre-dev:amd64 3.5.27.1-10+deb10u1
2023-04-12 07:53:59 status half-configured libdjvulibre-dev:amd64 3.5.27.1-10+deb10u1
2023-04-12 07:53:59 status installed libdjvulibre-dev:amd64 3.5.27.1-10+deb10u1
2023-04-12 07:53:59 configure libfreetype6-dev:amd64 2.9.1-3+deb10u3 <none>
2023-04-12 07:53:59 status unpacked libfreetype6-dev:amd64 2.9.1-3+deb10u3
2023-04-12 07:53:59 status half-configured libfreetype6-dev:amd64 2.9.1-3+deb10u3
2023-04-12 07:53:59 status installed libfreetype6-dev:amd64 2.9.1-3+deb10u3
2023-04-12 07:53:59 configure librsvg2-2:amd64 2.44.10-2.1+deb10u3 <none>
2023-04-12 07:53:59 status unpacked librsvg2-2:amd64 2.44.10-2.1+deb10u3
2023-04-12 07:53:59 status half-configured librsvg2-2:amd64 2.44.10-2.1+deb10u3
2023-04-12 07:53:59 status installed librsvg2-2:amd64 2.44.10-2.1+deb10u3
2023-04-12 07:53:59 configure libkrb5-dev:amd64 1.17-3+deb10u5 <none>
2023-04-12 07:53:59 status unpacked libkrb5-dev:amd64 1.17-3+deb10u5
2023-04-12 07:53:59 status half-configured libkrb5-dev:amd64 1.17-3+deb10u5
2023-04-12 07:53:59 status installed libkrb5-dev:amd64 1.17-3+deb10u5
2023-04-12 07:53:59 configure libwmf-dev:amd64 0.2.8.4-14 <none>
2023-04-12 07:53:59 status unpacked libwmf-dev:amd64 0.2.8.4-14
2023-04-12 07:53:59 status half-configured libwmf-dev:amd64 0.2.8.4-14
2023-04-12 07:53:59 status installed libwmf-dev:amd64 0.2.8.4-14
2023-04-12 07:53:59 configure libxml2-dev:amd64 2.9.4+dfsg1-7+deb10u5 <none>
2023-04-12 07:53:59 status unpacked libxml2-dev:amd64 2.9.4+dfsg1-7+deb10u5
2023-04-12 07:53:59 status half-configured libxml2-dev:amd64 2.9.4+dfsg1-7+deb10u5
2023-04-12 07:53:59 status installed libxml2-dev:amd64 2.9.4+dfsg1-7+deb10u5
2023-04-12 07:53:59 configure libtiff-dev:amd64 4.1.0+git191117-2~deb10u7 <none>
2023-04-12 07:53:59 status unpacked libtiff-dev:amd64 4.1.0+git191117-2~deb10u7
2023-04-12 07:53:59 status half-configured libtiff-dev:amd64 4.1.0+git191117-2~deb10u7
2023-04-12 07:53:59 status installed libtiff-dev:amd64 4.1.0+git191117-2~deb10u7
2023-04-12 07:53:59 configure libxt-dev:amd64 1:1.1.5-1+b3 <none>
2023-04-12 07:53:59 status unpacked libxt-dev:amd64 1:1.1.5-1+b3
2023-04-12 07:53:59 status half-configured libxt-dev:amd64 1:1.1.5-1+b3
2023-04-12 07:53:59 status installed libxt-dev:amd64 1:1.1.5-1+b3
2023-04-12 07:53:59 configure librsvg2-common:amd64 2.44.10-2.1+deb10u3 <none>
2023-04-12 07:53:59 status unpacked librsvg2-common:amd64 2.44.10-2.1+deb10u3
2023-04-12 07:53:59 status half-configured librsvg2-common:amd64 2.44.10-2.1+deb10u3
2023-04-12 07:53:59 status installed librsvg2-common:amd64 2.44.10-2.1+deb10u3
2023-04-12 07:53:59 status triggers-pending libgdk-pixbuf2.0-0:amd64 2.38.1+dfsg-1
2023-04-12 07:53:59 configure libmariadb-dev:amd64 1:10.3.38-0+deb10u1 <none>
2023-04-12 07:53:59 status unpacked libmariadb-dev:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:53:59 status half-configured libmariadb-dev:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:53:59 status installed libmariadb-dev:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:53:59 configure imagemagick-6.q16:amd64 8:6.9.10.23+dfsg-2.1+deb10u4 <none>
2023-04-12 07:53:59 status unpacked imagemagick-6.q16:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:59 status half-configured imagemagick-6.q16:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 status installed imagemagick-6.q16:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 configure g++:amd64 4:8.3.0-1 <none>
2023-04-12 07:54:00 status unpacked g++:amd64 4:8.3.0-1
2023-04-12 07:54:00 status half-configured g++:amd64 4:8.3.0-1
2023-04-12 07:54:00 status installed g++:amd64 4:8.3.0-1
2023-04-12 07:54:00 configure gir1.2-rsvg-2.0:amd64 2.44.10-2.1+deb10u3 <none>
2023-04-12 07:54:00 status unpacked gir1.2-rsvg-2.0:amd64 2.44.10-2.1+deb10u3
2023-04-12 07:54:00 status half-configured gir1.2-rsvg-2.0:amd64 2.44.10-2.1+deb10u3
2023-04-12 07:54:00 status installed gir1.2-rsvg-2.0:amd64 2.44.10-2.1+deb10u3
2023-04-12 07:54:00 configure libmount-dev:amd64 2.33.1-0.1 <none>
2023-04-12 07:54:00 status unpacked libmount-dev:amd64 2.33.1-0.1
2023-04-12 07:54:00 status half-configured libmount-dev:amd64 2.33.1-0.1
2023-04-12 07:54:00 status installed libmount-dev:amd64 2.33.1-0.1
2023-04-12 07:54:00 configure libmariadb-dev-compat:amd64 1:10.3.38-0+deb10u1 <none>
2023-04-12 07:54:00 status unpacked libmariadb-dev-compat:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:54:00 status half-configured libmariadb-dev-compat:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:54:00 status installed libmariadb-dev-compat:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:54:00 configure libfontconfig1-dev:amd64 2.13.1-2 <none>
2023-04-12 07:54:00 status unpacked libfontconfig1-dev:amd64 2.13.1-2
2023-04-12 07:54:00 status half-configured libfontconfig1-dev:amd64 2.13.1-2
2023-04-12 07:54:00 status installed libfontconfig1-dev:amd64 2.13.1-2
2023-04-12 07:54:00 configure libxslt1-dev:amd64 1.1.32-2.2~deb10u2 <none>
2023-04-12 07:54:00 status unpacked libxslt1-dev:amd64 1.1.32-2.2~deb10u2
2023-04-12 07:54:00 status half-configured libxslt1-dev:amd64 1.1.32-2.2~deb10u2
2023-04-12 07:54:00 status installed libxslt1-dev:amd64 1.1.32-2.2~deb10u2
2023-04-12 07:54:00 configure libglib2.0-dev:amd64 2.58.3-2+deb10u4 <none>
2023-04-12 07:54:00 status unpacked libglib2.0-dev:amd64 2.58.3-2+deb10u4
2023-04-12 07:54:00 status half-configured libglib2.0-dev:amd64 2.58.3-2+deb10u4
2023-04-12 07:54:00 status installed libglib2.0-dev:amd64 2.58.3-2+deb10u4
2023-04-12 07:54:00 configure imagemagick:amd64 8:6.9.10.23+dfsg-2.1+deb10u4 <none>
2023-04-12 07:54:00 status unpacked imagemagick:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 status half-configured imagemagick:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 status installed imagemagick:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 configure libcairo2-dev:amd64 1.16.0-4+deb10u1 <none>
2023-04-12 07:54:00 status unpacked libcairo2-dev:amd64 1.16.0-4+deb10u1
2023-04-12 07:54:00 status half-configured libcairo2-dev:amd64 1.16.0-4+deb10u1
2023-04-12 07:54:00 status installed libcairo2-dev:amd64 1.16.0-4+deb10u1
2023-04-12 07:54:00 configure default-libmysqlclient-dev:amd64 1.0.5 <none>
2023-04-12 07:54:00 status unpacked default-libmysqlclient-dev:amd64 1.0.5
2023-04-12 07:54:00 status half-configured default-libmysqlclient-dev:amd64 1.0.5
2023-04-12 07:54:00 status installed default-libmysqlclient-dev:amd64 1.0.5
2023-04-12 07:54:00 configure libgdk-pixbuf2.0-dev:amd64 2.38.1+dfsg-1 <none>
2023-04-12 07:54:00 status unpacked libgdk-pixbuf2.0-dev:amd64 2.38.1+dfsg-1
2023-04-12 07:54:00 status half-configured libgdk-pixbuf2.0-dev:amd64 2.38.1+dfsg-1
2023-04-12 07:54:00 status installed libgdk-pixbuf2.0-dev:amd64 2.38.1+dfsg-1
2023-04-12 07:54:00 configure librsvg2-dev:amd64 2.44.10-2.1+deb10u3 <none>
2023-04-12 07:54:00 status unpacked librsvg2-dev:amd64 2.44.10-2.1+deb10u3
2023-04-12 07:54:00 status half-configured librsvg2-dev:amd64 2.44.10-2.1+deb10u3
2023-04-12 07:54:00 status installed librsvg2-dev:amd64 2.44.10-2.1+deb10u3
2023-04-12 07:54:00 configure libmagickcore-6.q16-dev:amd64 8:6.9.10.23+dfsg-2.1+deb10u4 <none>
2023-04-12 07:54:00 status unpacked libmagickcore-6.q16-dev:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 status half-configured libmagickcore-6.q16-dev:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 status installed libmagickcore-6.q16-dev:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 configure libmagickwand-6.q16-dev:amd64 8:6.9.10.23+dfsg-2.1+deb10u4 <none>
2023-04-12 07:54:00 status unpacked libmagickwand-6.q16-dev:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 status half-configured libmagickwand-6.q16-dev:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 status installed libmagickwand-6.q16-dev:amd64 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 configure libmagickcore-dev:all 8:6.9.10.23+dfsg-2.1+deb10u4 <none>
2023-04-12 07:54:00 status unpacked libmagickcore-dev:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 status half-configured libmagickcore-dev:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 status installed libmagickcore-dev:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 configure libmagickwand-dev:all 8:6.9.10.23+dfsg-2.1+deb10u4 <none>
2023-04-12 07:54:00 status unpacked libmagickwand-dev:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 status half-configured libmagickwand-dev:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 status installed libmagickwand-dev:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:54:00 trigproc libc-bin:amd64 2.28-10+deb10u2 <none>
2023-04-12 07:54:00 status half-configured libc-bin:amd64 2.28-10+deb10u2
2023-04-12 07:54:00 status installed libc-bin:amd64 2.28-10+deb10u2
2023-04-12 07:54:00 trigproc mime-support:all 3.62 <none>
2023-04-12 07:54:00 status half-configured mime-support:all 3.62
2023-04-12 07:54:00 status installed mime-support:all 3.62
2023-04-12 07:54:00 trigproc libgdk-pixbuf2.0-0:amd64 2.38.1+dfsg-1 <none>
2023-04-12 07:54:00 status half-configured libgdk-pixbuf2.0-0:amd64 2.38.1+dfsg-1
2023-04-12 07:54:00 status installed libgdk-pixbuf2.0-0:amd64 2.38.1+dfsg-1
